"time","sales_profitmargin","store","type","store_age","period","device","insurance","accessory","undeclared","region_name","store_label"
1,15.5080728530884,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,21.1792869567871,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,0.294480800628662,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,30.1452407836914,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,23.3127880096436,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,8.6826057434082,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,12.1262979507446,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,4.98722076416016,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,19.3881492614746,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,24.3166522979736,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,7.85238838195801,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
0,-6.56920480728149,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,22.8074378967285,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,22.0969562530518,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,2.80364084243774,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,36.1026725769043,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
0,-5.69412660598755,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,16.730037689209,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,-4.01277208328247,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,35.0118675231934,6,"accessory",1,"Before",0,0,1,0,"Metropole Centre","Store 6"
0,6.56770849227905,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,9.31241321563721,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,3.77605891227722,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,18.7163066864014,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,1.28096151351929,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,16.2996921539307,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,7.12331771850586,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
1,26.77024269104,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,4.93798923492432,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,19.2756538391113,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,20.0664138793945,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,19.9244289398193,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,15.1315498352051,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,5.64829063415527,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,19.8513469696045,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,13.8271188735962,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,19.4650707244873,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,25.0801906585693,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,13.7240447998047,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,25.5891551971436,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,1.49480581283569,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,22.3071231842041,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,14.720419883728,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,10.9484252929688,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,-11.870641708374,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,11.9012489318848,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,8.1418399810791,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,8.41474056243896,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
0,9.16091156005859,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,12.2413234710693,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,8.00840759277344,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,25.1565113067627,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,10.936243057251,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,15.6322240829468,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,30.8864574432373,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
0,8.1122932434082,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,-2.79306793212891,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,7.05084991455078,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,-1.64681625366211,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,10.5136995315552,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,28.3632392883301,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,31.907886505127,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,28.5951747894287,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,21.1865348815918,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,18.8311386108398,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,23.7203159332275,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,20.4020214080811,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,21.6736278533936,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,25.0092124938965,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,28.1749267578125,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,7.90150594711304,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,24.3409271240234,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,14.4391679763794,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,28.8721122741699,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,17.557165145874,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,20.383056640625,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,23.0436592102051,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
0,-0.791552066802979,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,19.691858291626,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,9.28582000732422,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,34.1809692382812,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,9.1434211730957,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
0,-0.0417366027832031,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,24.183385848999,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,11.1023216247559,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,18.8504123687744,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,10.502968788147,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,10.6539554595947,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,17.7666988372803,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,33.7455978393555,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,6.76044082641602,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,18.4263648986816,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,6.48492908477783,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,10.6940145492554,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,4.95549297332764,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,20.0749969482422,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,3.94974231719971,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,-0.0157613754272461,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,7.17380428314209,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
0,10.6075248718262,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
1,17.3363571166992,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,18.9054737091064,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,30.0103721618652,6,"accessory",1,"After",0,0,1,0,"Metropole Centre","Store 6"
1,-2.40418481826782,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,3.38889527320862,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,23.6743774414062,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,12.7357902526855,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,7.61198759078979,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,12.855827331543,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,21.610107421875,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,9.49741363525391,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,1.40244197845459,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,25.3118515014648,6,"insurance + device",1,"Before",0,1,0,0,"Metropole Centre","Store 6"
0,-1.34587240219116,6,".",1,"Before",0,0,0,1,"Metropole Centre","Store 6"
1,20.265739440918,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
1,10.4141368865967,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,14.0059242248535,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,17.2816734313965,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,8.06490135192871,6,".",1,"After",0,0,0,1,"Metropole Centre","Store 6"
1,9.36761569976807,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
0,-0.605592727661133,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
0,20.7766380310059,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,3.97895836830139,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,26.3582229614258,6,"insurance + device",1,"After",0,1,0,0,"Metropole Centre","Store 6"
0,18.358907699585,6,"electronic device",1,"Before",1,0,0,0,"Metropole Centre","Store 6"
1,1.98737668991089,6,"electronic device",1,"After",1,0,0,0,"Metropole Centre","Store 6"
1,5.29759740829468,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,15.6483917236328,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,4.68206882476807,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,10.4877405166626,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,3.93367695808411,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,8.79702281951904,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,16.1974220275879,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,16.125804901123,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,7.53774404525757,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,8.34823131561279,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,11.2766046524048,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,15.1428241729736,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,19.4906730651855,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,32.7614555358887,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,4.54320001602173,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,43.1090774536133,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,22.5895080566406,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,17.5012321472168,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,33.8381996154785,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,7.14539527893066,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,5.4094762802124,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,12.8273315429688,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,19.6177864074707,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,-1.7252368927002,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,21.7961254119873,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,40.886775970459,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,6.33385992050171,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,26.8403778076172,7,"accessory",6,"Before",0,0,1,0,"Town Centre","Store 7"
0,12.7206678390503,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,29.2698593139648,7,".",6,"After",0,0,0,1,"Town Centre","Store 7"
0,13.28746509552,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
0,-2.14262008666992,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,13.2730159759521,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,12.3625259399414,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,20.1214160919189,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,11.5978193283081,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,20.7400360107422,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,15.0090942382812,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
0,11.5243005752563,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,27.0028743743896,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,-1.86183786392212,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,5.96344900131226,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,22.1348361968994,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,27.1496238708496,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,6.308180809021,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
0,25.1446895599365,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,18.6722679138184,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,17.7421913146973,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,16.6996402740479,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,21.3660354614258,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,-3.63700246810913,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
0,12.3463640213013,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,23.7290096282959,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,16.7290172576904,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,15.1468210220337,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,12.32346534729,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,31.8099174499512,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,0.559947967529297,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,25.4808139801025,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,16.2946395874023,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,18.2839126586914,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,1.72879600524902,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,21.2116470336914,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,30.0806541442871,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
0,2.98499536514282,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,10.8918590545654,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,19.2418727874756,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,5.57692432403564,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,8.87764835357666,7,".",6,"After",0,0,0,1,"Town Centre","Store 7"
0,10.2743654251099,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,32.3190765380859,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,8.59131336212158,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,11.4463005065918,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,15.9035196304321,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,24.2144470214844,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,36.1492652893066,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,27.1837749481201,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,21.5170021057129,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,0.707350730895996,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,2.28393316268921,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,-9.55850887298584,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,4.28311538696289,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,14.2430381774902,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
0,1.83660364151001,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,9.21942520141602,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,24.203218460083,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,10.6779975891113,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,15.4390344619751,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,20.7586441040039,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,12.1277770996094,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,3.96104407310486,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,15.0542840957642,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,-1.16514444351196,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,21.8459701538086,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,16.1820030212402,7,"accessory",6,"Before",0,0,1,0,"Town Centre","Store 7"
1,15.7541217803955,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,12.2879886627197,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,16.9092388153076,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,-11.8522396087646,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,19.0567893981934,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
1,25.644832611084,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,4.07706785202026,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,22.0252075195312,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,18.9932632446289,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
0,35.6930618286133,7,"accessory",6,"Before",0,0,1,0,"Town Centre","Store 7"
1,-1.01414108276367,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,9.83329296112061,7,".",6,"After",0,0,0,1,"Town Centre","Store 7"
1,33.4900894165039,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
0,4.82183837890625,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,3.62754821777344,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,11.1557874679565,7,".",6,"After",0,0,0,1,"Town Centre","Store 7"
1,36.1717376708984,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,-1.95349931716919,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,1.26333475112915,7,".",6,"After",0,0,0,1,"Town Centre","Store 7"
0,8.1500997543335,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,18.7633934020996,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,-4.93716287612915,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,21.8899726867676,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,8.73735046386719,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,16.6415557861328,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,25.967004776001,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,5.38318490982056,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,22.8531265258789,7,"insurance + device",6,"Before",0,1,0,0,"Town Centre","Store 7"
0,21.2560691833496,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,-4.77009773254395,7,".",6,"Before",0,0,0,1,"Town Centre","Store 7"
1,2.69814920425415,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,13.3396234512329,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,19.254186630249,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
1,5.43488597869873,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,46.4865417480469,7,"accessory",6,"Before",0,0,1,0,"Town Centre","Store 7"
1,37.7829284667969,7,"accessory",6,"After",0,0,1,0,"Town Centre","Store 7"
1,17.8276824951172,7,".",6,"After",0,0,0,1,"Town Centre","Store 7"
0,15.4122648239136,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,8.2956657409668,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,18.4052963256836,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
0,35.943977355957,7,"accessory",6,"Before",0,0,1,0,"Town Centre","Store 7"
0,5.77986860275269,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
0,16.8638210296631,7,"electronic device",6,"Before",1,0,0,0,"Town Centre","Store 7"
1,-12.1721248626709,7,"electronic device",6,"After",1,0,0,0,"Town Centre","Store 7"
1,3.74475717544556,7,"insurance + device",6,"After",0,1,0,0,"Town Centre","Store 7"
0,-13.9373874664307,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
0,10.1825685501099,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
1,24.403678894043,8,"electronic device",8,"After",1,0,0,0,"Town Centre","Store 8"
1,42.7304763793945,8,"accessory",8,"After",0,0,1,0,"Town Centre","Store 8"
0,18.3262042999268,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
1,-2.51136159896851,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,1.92935085296631,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
1,1.41072463989258,8,"electronic device",8,"After",1,0,0,0,"Town Centre","Store 8"
0,26.6253242492676,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
0,-1.92764282226562,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
0,20.4772071838379,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
0,30.0718688964844,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
1,8.80381774902344,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
1,10.1669902801514,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,9.14690208435059,8,".",8,"Before",0,0,0,1,"Town Centre","Store 8"
1,19.9518203735352,8,"accessory",8,"After",0,0,1,0,"Town Centre","Store 8"
1,11.4692373275757,8,"electronic device",8,"After",1,0,0,0,"Town Centre","Store 8"
1,2.43483781814575,8,".",8,"After",0,0,0,1,"Town Centre","Store 8"
0,21.0523433685303,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
1,4.15038204193115,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
1,26.9212112426758,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,4.27675580978394,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
0,22.0928363800049,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
0,16.9207744598389,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
0,24.2236461639404,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
1,33.4351844787598,8,"accessory",8,"After",0,0,1,0,"Town Centre","Store 8"
1,18.5920162200928,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
1,-2.30674695968628,8,"electronic device",8,"After",1,0,0,0,"Town Centre","Store 8"
1,20.0796775817871,8,"accessory",8,"After",0,0,1,0,"Town Centre","Store 8"
1,6.81388807296753,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,26.9502582550049,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
0,4.42269420623779,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
0,7.48370838165283,8,".",8,"Before",0,0,0,1,"Town Centre","Store 8"
0,23.6654891967773,8,"electronic device",8,"Before",1,0,0,0,"Town Centre","Store 8"
1,37.8235054016113,8,"accessory",8,"After",0,0,1,0,"Town Centre","Store 8"
0,-9.7133960723877,8,".",8,"Before",0,0,0,1,"Town Centre","Store 8"
1,37.5216903686523,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
1,16.6609420776367,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,12.5648326873779,8,".",8,"Before",0,0,0,1,"Town Centre","Store 8"
1,15.349365234375,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,35.4173736572266,8,"accessory",8,"Before",0,0,1,0,"Town Centre","Store 8"
1,21.9198093414307,8,"insurance + device",8,"After",0,1,0,0,"Town Centre","Store 8"
0,11.502984046936,8,"insurance + device",8,"Before",0,1,0,0,"Town Centre","Store 8"
1,34.7665519714355,8,"accessory",8,"After",0,0,1,0,"Town Centre","Store 8"
